basin_en,basin_cn,null_method,replicate,null_max_correlation
Changjiang,昌江,annual_circular_shift,37,-0.0101108073
Changjiang,昌江,annual_circular_shift,38,0.02144698129
Changjiang,昌江,annual_circular_shift,39,0.03170392764
Changjiang,昌江,annual_circular_shift,40,0.02352463236
Changjiang,昌江,annual_circular_shift,41,0.0262184044
Changjiang,昌江,annual_circular_shift,42,0.01653827256
Changjiang,昌江,annual_circular_shift,43,0.04964880791
Changjiang,昌江,annual_circular_shift,44,0.03921628478
Changjiang,昌江,annual_circular_shift,45,0.00394981416
Changjiang,昌江,annual_circular_shift,46,0.01230638375
Changjiang,昌江,annual_circular_shift,47,0.01126197461
Changjiang,昌江,annual_circular_shift,48,0.03175178341
Changjiang,昌江,annual_circular_shift,49,0.02833556655
Changjiang,昌江,annual_circular_shift,50,0.01553129312
Changjiang,昌江,annual_circular_shift,51,0.03940877583
Changjiang,昌江,annual_circular_shift,52,0.02061352333
Changjiang,昌江,annual_circular_shift,53,0.0336911525
Changjiang,昌江,annual_circular_shift,54,0.02920418352
Changjiang,昌江,annual_circular_shift,55,0.01505108785
Changjiang,昌江,annual_circular_shift,56,0.03907920822
Changjiang,昌江,annual_circular_shift,57,0.02455822164
Changjiang,昌江,annual_circular_shift,58,0.004546800159
Changjiang,昌江,annual_circular_shift,59,0.03519347914
Changjiang,昌江,annual_circular_shift,60,0.06024941019
Changjiang,昌江,annual_circular_shift,61,0.05367726484
Changjiang,昌江,annual_circular_shift,62,0.03360070987
Changjiang,昌江,annual_circular_shift,63,0.05732589504
Changjiang,昌江,annual_circular_shift,64,0.04092998755
Changjiang,昌江,annual_circular_shift,65,0.02146349384
Changjiang,昌江,annual_circular_shift,66,0.0317819577
Changjiang,昌江,annual_circular_shift,67,0.03674486501
Changjiang,昌江,annual_circular_shift,68,0.0346824991
Changjiang,昌江,annual_circular_shift,69,0.0262885864
Changjiang,昌江,annual_circular_shift,70,0.01279165102
Changjiang,昌江,annual_circular_shift,71,0.03732700087
Changjiang,昌江,annual_circular_shift,72,-0.0001659779704
Changjiang,昌江,annual_circular_shift,73,0.01768175545
Changjiang,昌江,annual_circular_shift,74,0.01436928106
Changjiang,昌江,annual_circular_shift,75,0.02149357678
Changjiang,昌江,annual_circular_shift,76,0.005173419727
Changjiang,昌江,annual_circular_shift,77,0.05077598192
Changjiang,昌江,annual_circular_shift,78,0.04165375735
Changjiang,昌江,annual_circular_shift,79,0.04526869939
Changjiang,昌江,annual_circular_shift,80,0.001884197325
Changjiang,昌江,annual_circular_shift,81,0.01729408997
Changjiang,昌江,annual_circular_shift,82,0.0448953509
Changjiang,昌江,annual_circular_shift,83,0.05555181527
Changjiang,昌江,annual_circular_shift,84,0.02408761376
Changjiang,昌江,annual_circular_shift,85,0.03770483275
Changjiang,昌江,annual_circular_shift,86,0.01723534309
Changjiang,昌江,annual_circular_shift,87,0.03431486462
Changjiang,昌江,annual_circular_shift,88,0.03201164298
Changjiang,昌江,annual_circular_shift,89,0.04845506338
Changjiang,昌江,annual_circular_shift,90,0.04024262808
Changjiang,昌江,annual_circular_shift,91,0.02977235518
Changjiang,昌江,annual_circular_shift,92,0.01245283579
Changjiang,昌江,annual_circular_shift,93,0.03856881998
Changjiang,昌江,annual_circular_shift,94,0.03268921966
Changjiang,昌江,annual_circular_shift,95,0.0287988739
Changjiang,昌江,annual_circular_shift,96,0.02644237935
Changjiang,昌江,annual_circular_shift,97,0.06664649462
Changjiang,昌江,annual_circular_shift,98,0.02862425399
Changjiang,昌江,annual_circular_shift,99,0.04233225662
Changjiang,昌江,annual_circular_shift,100,0.01895291248
Changjiang,昌江,annual_circular_shift,101,0.01441631637
Changjiang,昌江,annual_circular_shift,102,0.05135404034
Changjiang,昌江,annual_circular_shift,103,0.04776691796
Changjiang,昌江,annual_circular_shift,104,0.05513881851
Changjiang,昌江,annual_circular_shift,105,0.02022274865
Changjiang,昌江,annual_circular_shift,106,0.0211490121
Changjiang,昌江,annual_circular_shift,107,-0.001812320877
Changjiang,昌江,annual_circular_shift,108,0.04321388664
Changjiang,昌江,annual_circular_shift,109,0.08199442284
Changjiang,昌江,annual_circular_shift,110,0.02568594321
Changjiang,昌江,annual_circular_shift,111,0.03436952966
Changjiang,昌江,annual_circular_shift,112,0.06138590701
Changjiang,昌江,annual_circular_shift,113,0.0484207016
Changjiang,昌江,annual_circular_shift,114,0.02187609298
Changjiang,昌江,annual_circular_shift,115,0.02792828494
Changjiang,昌江,annual_circular_shift,116,0.02189701961
Changjiang,昌江,annual_circular_shift,117,0.007242556602
Changjiang,昌江,annual_circular_shift,118,0.01001903549
Changjiang,昌江,annual_circular_shift,119,0.01011988569
Changjiang,昌江,annual_circular_shift,120,0.07128854049
Changjiang,昌江,annual_circular_shift,121,0.04547916094
Changjiang,昌江,annual_circular_shift,122,0.01982722734
Changjiang,昌江,annual_circular_shift,123,0.01873646056
Changjiang,昌江,annual_circular_shift,124,0.0269895133
Changjiang,昌江,annual_circular_shift,125,0.04642862785
Changjiang,昌江,annual_circular_shift,126,0.02035276647
Changjiang,昌江,annual_circular_shift,127,0.06026479883
Changjiang,昌江,annual_circular_shift,128,0.04778017146
Changjiang,昌江,annual_circular_shift,129,0.05821233971
Changjiang,昌江,annual_circular_shift,130,0.02713226598
Changjiang,昌江,annual_circular_shift,131,0.02390018514
Changjiang,昌江,annual_circular_shift,132,0.02796976478
Changjiang,昌江,annual_circular_shift,133,0.004917225383
Changjiang,昌江,annual_circular_shift,134,0.02437312856
Changjiang,昌江,annual_circular_shift,135,0.04992509759
Changjiang,昌江,annual_circular_shift,136,0.02525402994
Changjiang,昌江,annual_circular_shift,137,0.009394295019
Changjiang,昌江,annual_circular_shift,138,0.0571226202
Changjiang,昌江,annual_circular_shift,139,0.02663025151
Changjiang,昌江,annual_circular_shift,140,0.02558958203
Changjiang,昌江,annual_circular_shift,141,-0.005721289871
Changjiang,昌江,annual_circular_shift,142,0.0561916343
Changjiang,昌江,annual_circular_shift,143,0.03010671779
Changjiang,昌江,annual_circular_shift,144,0.05567525575
Changjiang,昌江,annual_circular_shift,145,0.03114398125
Changjiang,昌江,annual_circular_shift,146,0.04209964161
Changjiang,昌江,annual_circular_shift,147,0.03846818652
Changjiang,昌江,annual_circular_shift,148,-0.005956501422
Changjiang,昌江,annual_circular_shift,149,0.04260721519
Changjiang,昌江,annual_circular_shift,150,0.007836566348
Changjiang,昌江,annual_circular_shift,151,0.01659070637
Changjiang,昌江,annual_circular_shift,152,0.02135628957
Changjiang,昌江,annual_circular_shift,153,0.04355152379
Changjiang,昌江,annual_circular_shift,154,0.01837986512
Changjiang,昌江,annual_circular_shift,155,0.03747810613
Changjiang,昌江,annual_circular_shift,156,0.02990271295
Changjiang,昌江,annual_circular_shift,157,0.04790692374
Changjiang,昌江,annual_circular_shift,158,0.03769041376
Changjiang,昌江,annual_circular_shift,159,0.04024351771
Changjiang,昌江,annual_circular_shift,160,0.02519008062
Changjiang,昌江,annual_circular_shift,161,-0.01190185176
Changjiang,昌江,annual_circular_shift,162,0.02242321295
Changjiang,昌江,annual_circular_shift,163,0.05527428092
Changjiang,昌江,annual_circular_shift,164,0.04158731196
Changjiang,昌江,annual_circular_shift,165,0.06695205318
Changjiang,昌江,annual_circular_shift,166,0.02358871058
Changjiang,昌江,annual_circular_shift,167,0.02387228745
Changjiang,昌江,annual_circular_shift,168,0.03523354935
Changjiang,昌江,annual_circular_shift,169,0.02029082331
Changjiang,昌江,annual_circular_shift,170,0.04456960497
Changjiang,昌江,annual_circular_shift,171,0.009215498475
Changjiang,昌江,annual_circular_shift,172,0.006178793926
Changjiang,昌江,annual_circular_shift,173,0.05447176074
Changjiang,昌江,annual_circular_shift,174,0.01817366701
Changjiang,昌江,annual_circular_shift,175,0.05901763571
Changjiang,昌江,annual_circular_shift,176,0.01776766402
Changjiang,昌江,annual_circular_shift,177,0.006722281208
Changjiang,昌江,annual_circular_shift,178,0.02273067923
Changjiang,昌江,annual_circular_shift,179,0.04106654996
Changjiang,昌江,annual_circular_shift,180,0.004240968057
Changjiang,昌江,annual_circular_shift,181,0.04695262948
Changjiang,昌江,annual_circular_shift,182,0.02081600794
Changjiang,昌江,annual_circular_shift,183,0.03466874558
Changjiang,昌江,annual_circular_shift,184,0.04102423776
Changjiang,昌江,annual_circular_shift,185,0.05101547823
Changjiang,昌江,annual_circular_shift,186,0.02491586222
Changjiang,昌江,annual_circular_shift,187,0.009857829416
Changjiang,昌江,annual_circular_shift,188,0.01119326339
Changjiang,昌江,annual_circular_shift,189,0.05345711425
Changjiang,昌江,annual_circular_shift,190,0.002315328109
Changjiang,昌江,annual_circular_shift,191,0.02547331327
Changjiang,昌江,annual_circular_shift,192,0.0008670052313
Changjiang,昌江,annual_circular_shift,193,0.009453520647
Changjiang,昌江,annual_circular_shift,194,0.0140867583
Changjiang,昌江,annual_circular_shift,195,-0.003803355474
Changjiang,昌江,annual_circular_shift,196,0.01663868187
Changjiang,昌江,annual_circular_shift,197,0.05617697702
Changjiang,昌江,annual_circular_shift,198,0.007542220943
Changjiang,昌江,annual_circular_shift,199,0.02197365182
Changjiang,昌江,annual_circular_shift,200,0.03878477808
Changjiang,昌江,annual_circular_shift,201,0.007615453433
Changjiang,昌江,annual_circular_shift,202,0.01253455909
Changjiang,昌江,annual_circular_shift,203,0.06980963404
Changjiang,昌江,annual_circular_shift,204,0.0322417046
Changjiang,昌江,annual_circular_shift,205,0.04237700962
Changjiang,昌江,annual_circular_shift,206,0.009740554926
Changjiang,昌江,annual_circular_shift,207,0.04281821851
Changjiang,昌江,annual_circular_shift,208,0.0334933883
Changjiang,昌江,annual_circular_shift,209,0.03668130917
Changjiang,昌江,annual_circular_shift,210,0.02834061558
Changjiang,昌江,annual_circular_shift,211,0.04110484073
Changjiang,昌江,annual_circular_shift,212,0.03505039975
Changjiang,昌江,annual_circular_shift,213,0.006717347417
Changjiang,昌江,annual_circular_shift,214,0.008583392588
Changjiang,昌江,annual_circular_shift,215,0.01465087396
Changjiang,昌江,annual_circular_shift,216,0.06150734003
Changjiang,昌江,annual_circular_shift,217,0.06799126522
Changjiang,昌江,annual_circular_shift,218,-0.002717723875
Changjiang,昌江,annual_circular_shift,219,0.006929508831
Changjiang,昌江,annual_circular_shift,220,0.05075865325
Changjiang,昌江,annual_circular_shift,221,0.05159604707
Changjiang,昌江,annual_circular_shift,222,0.01577531676
Changjiang,昌江,annual_circular_shift,223,0.01449348381
Changjiang,昌江,annual_circular_shift,224,0.01597431403
Changjiang,昌江,annual_circular_shift,225,0.02029771942
Changjiang,昌江,annual_circular_shift,226,0.01885810027
Changjiang,昌江,annual_circular_shift,227,-0.001551472496
Changjiang,昌江,annual_circular_shift,228,0.06522458805
Changjiang,昌江,annual_circular_shift,229,0.01108869012
Changjiang,昌江,annual_circular_shift,230,0.008303078746
Changjiang,昌江,annual_circular_shift,231,0.0178594359
Changjiang,昌江,annual_circular_shift,232,0.05030227833
Changjiang,昌江,annual_circular_shift,233,0.05573221739
Changjiang,昌江,annual_circular_shift,234,0.03275862247
Changjiang,昌江,annual_circular_shift,235,0.01612319387
Changjiang,昌江,annual_circular_shift,236,0.03002553885
Changjiang,昌江,annual_circular_shift,237,-0.001017375377
Changjiang,昌江,annual_circular_shift,238,0.02054383892
Changjiang,昌江,annual_circular_shift,239,0.02763748667
Changjiang,昌江,annual_circular_shift,240,0.05548667872
Changjiang,昌江,annual_circular_shift,241,0.0340187023
Changjiang,昌江,annual_circular_shift,242,0.005884117116
Changjiang,昌江,annual_circular_shift,243,0.00743922372
Changjiang,昌江,annual_circular_shift,244,-0.005174664773
Changjiang,昌江,annual_circular_shift,245,0.0322642746
Changjiang,昌江,annual_circular_shift,246,0.01380985012
Changjiang,昌江,annual_circular_shift,247,0.05276668268
Changjiang,昌江,annual_circular_shift,248,0.01353810161
Changjiang,昌江,annual_circular_shift,249,0.03981717336
Changjiang,昌江,annual_circular_shift,250,-0.005481013188
Changjiang,昌江,annual_circular_shift,251,0.007364493745
Changjiang,昌江,annual_circular_shift,252,0.0488575613
Changjiang,昌江,annual_circular_shift,253,0.0003403110236
Changjiang,昌江,annual_circular_shift,254,-0.01462112836
Changjiang,昌江,annual_circular_shift,255,0.02045404217
Changjiang,昌江,annual_circular_shift,256,0.02874025028
Changjiang,昌江,annual_circular_shift,257,0.02865550917
Changjiang,昌江,annual_circular_shift,258,0.00684136628
Changjiang,昌江,annual_circular_shift,259,0.01342552545
Changjiang,昌江,annual_circular_shift,260,0.02384836862
Changjiang,昌江,annual_circular_shift,261,-0.005634733537
Changjiang,昌江,annual_circular_shift,262,0.03348235554
Changjiang,昌江,annual_circular_shift,263,0.04486647593
Changjiang,昌江,annual_circular_shift,264,0.01657261955
Changjiang,昌江,annual_circular_shift,265,0.03524422189
Changjiang,昌江,annual_circular_shift,266,0.02470787024
Changjiang,昌江,annual_circular_shift,267,0.02675669792
Changjiang,昌江,annual_circular_shift,268,0.04096857578
Changjiang,昌江,annual_circular_shift,269,0.02370778435
Changjiang,昌江,annual_circular_shift,270,0.05068627697
Changjiang,昌江,annual_circular_shift,271,0.06006895524
Changjiang,昌江,annual_circular_shift,272,0.01538588114
Changjiang,昌江,annual_circular_shift,273,0.03584030295
Changjiang,昌江,annual_circular_shift,274,0.01318677618
Changjiang,昌江,annual_circular_shift,275,0.001431083685
Changjiang,昌江,annual_circular_shift,276,0.04179634411
Changjiang,昌江,annual_circular_shift,277,0.02130585757
Changjiang,昌江,annual_circular_shift,278,0.0446827165
Changjiang,昌江,annual_circular_shift,279,0.05475936877
Changjiang,昌江,annual_circular_shift,280,0.03656122749
Changjiang,昌江,annual_circular_shift,281,0.01576289655
Changjiang,昌江,annual_circular_shift,282,0.01566787775
Changjiang,昌江,annual_circular_shift,283,0.02384447785
Changjiang,昌江,annual_circular_shift,284,0.01918451884
Changjiang,昌江,annual_circular_shift,285,0.01282592464
Changjiang,昌江,annual_circular_shift,286,0.03277291328
Changjiang,昌江,annual_circular_shift,287,0.0199053801
Changjiang,昌江,annual_circular_shift,288,0.04164244974
Changjiang,昌江,annual_circular_shift,289,0.03222523325
Changjiang,昌江,annual_circular_shift,290,0.02747726598
Changjiang,昌江,annual_circular_shift,291,0.01699108386
Changjiang,昌江,annual_circular_shift,292,0.01070187609
Changjiang,昌江,annual_circular_shift,293,0.02157281217
Changjiang,昌江,annual_circular_shift,294,0.01710762556
Changjiang,昌江,annual_circular_shift,295,0.02753387019
Changjiang,昌江,annual_circular_shift,296,0.03790342611
Changjiang,昌江,annual_circular_shift,297,0.02719600081
Changjiang,昌江,annual_circular_shift,298,0.02826772229
Changjiang,昌江,annual_circular_shift,299,0.02333570039
Changjiang,昌江,annual_circular_shift,300,0.04636981227
Changjiang,昌江,annual_circular_shift,301,0.02303651669
Changjiang,昌江,annual_circular_shift,302,0.0373691583
Changjiang,昌江,annual_circular_shift,303,0.03840108806
Changjiang,昌江,annual_circular_shift,304,0.01152286876
Changjiang,昌江,annual_circular_shift,305,0.0159102909
Changjiang,昌江,annual_circular_shift,306,0.050578835
Changjiang,昌江,annual_circular_shift,307,0.03807251494
Changjiang,昌江,annual_circular_shift,308,0.02062983098
Changjiang,昌江,annual_circular_shift,309,0.0196693644
Changjiang,昌江,annual_circular_shift,310,0.02046910353
Changjiang,昌江,annual_circular_shift,311,0.04124295275
Changjiang,昌江,annual_circular_shift,312,0.0386187459
Changjiang,昌江,annual_circular_shift,313,0.04045389875
Changjiang,昌江,annual_circular_shift,314,0.0607038101
Changjiang,昌江,annual_circular_shift,315,0.03457315442
Changjiang,昌江,annual_circular_shift,316,0.04628674328
Changjiang,昌江,annual_circular_shift,317,0.06175566922
Changjiang,昌江,annual_circular_shift,318,0.04389510348
Changjiang,昌江,annual_circular_shift,319,0.02441099689
Changjiang,昌江,annual_circular_shift,320,0.01923762619
Changjiang,昌江,annual_circular_shift,321,0.01890816242
Changjiang,昌江,annual_circular_shift,322,0.02527703956
Changjiang,昌江,annual_circular_shift,323,0.05183214723
Changjiang,昌江,annual_circular_shift,324,0.02028682827
Changjiang,昌江,annual_circular_shift,325,0.01274000609
Changjiang,昌江,annual_circular_shift,326,0.04265268467
Changjiang,昌江,annual_circular_shift,327,0.004168997493
Changjiang,昌江,annual_circular_shift,328,0.02220861188
Changjiang,昌江,annual_circular_shift,329,0.01276040908
Changjiang,昌江,annual_circular_shift,330,0.01046583006
Changjiang,昌江,annual_circular_shift,331,0.03565818137
Changjiang,昌江,annual_circular_shift,332,0.03529654196
Changjiang,昌江,annual_circular_shift,333,0.05018592602
Changjiang,昌江,annual_circular_shift,334,0.02597270743
Changjiang,昌江,annual_circular_shift,335,0.008736431208
Changjiang,昌江,annual_circular_shift,336,0.05228867265
Changjiang,昌江,annual_circular_shift,337,0.01357907713
Changjiang,昌江,annual_circular_shift,338,0.006501462358
Changjiang,昌江,annual_circular_shift,339,0.01510043928
Changjiang,昌江,annual_circular_shift,340,0.02048574783
Changjiang,昌江,annual_circular_shift,341,0.03724667603
Changjiang,昌江,annual_circular_shift,342,0.03307406727
Changjiang,昌江,annual_circular_shift,343,0.001692104236
Changjiang,昌江,annual_circular_shift,344,0.02204548958
Changjiang,昌江,annual_circular_shift,345,0.03105632612
Changjiang,昌江,annual_circular_shift,346,0.007613132668
Changjiang,昌江,annual_circular_shift,347,0.02831943999
Changjiang,昌江,annual_circular_shift,348,0.05474710452
Changjiang,昌江,annual_circular_shift,349,0.008830029605
Changjiang,昌江,annual_circular_shift,350,0.009125322133
Changjiang,昌江,annual_circular_shift,351,0.02334266467
Changjiang,昌江,annual_circular_shift,352,0.04150525364
Changjiang,昌江,annual_circular_shift,353,0.06386129738
Changjiang,昌江,annual_circular_shift,354,0.0280538153
Changjiang,昌江,annual_circular_shift,355,0.03819018401
Changjiang,昌江,annual_circular_shift,356,0.008382959319
Changjiang,昌江,annual_circular_shift,357,0.02080865471
Changjiang,昌江,annual_circular_shift,358,0.02862050377
Changjiang,昌江,annual_circular_shift,359,0.04904130659
Changjiang,昌江,annual_circular_shift,360,0.01552963255
Changjiang,昌江,annual_circular_shift,361,0.03363210845
Changjiang,昌江,annual_circular_shift,362,0.01870625441
Changjiang,昌江,annual_circular_shift,363,-0.02343661571
Changjiang,昌江,annual_circular_shift,364,0.03468257027
Changjiang,昌江,annual_circular_shift,365,0.0403909884
Changjiang,昌江,annual_circular_shift,366,-0.001035637586
Changjiang,昌江,annual_circular_shift,367,0.01852752075
Changjiang,昌江,annual_circular_shift,368,0.01140083007
Changjiang,昌江,annual_circular_shift,369,0.03899921948
Changjiang,昌江,annual_circular_shift,370,0.04885359248
Changjiang,昌江,annual_circular_shift,371,0.01974698281
Changjiang,昌江,annual_circular_shift,372,0.04762216331
Changjiang,昌江,annual_circular_shift,373,0.0527433373
Changjiang,昌江,annual_circular_shift,374,0.03860475441
Changjiang,昌江,annual_circular_shift,375,0.03315592123
Changjiang,昌江,annual_circular_shift,376,0.01687813196
Changjiang,昌江,annual_circular_shift,377,0.04868958899
Changjiang,昌江,annual_circular_shift,378,0.03481456358
Changjiang,昌江,annual_circular_shift,379,0.01813999727
Changjiang,昌江,annual_circular_shift,380,-0.000366075835
Changjiang,昌江,annual_circular_shift,381,0.01799430405
Changjiang,昌江,annual_circular_shift,382,0.02240857806
Changjiang,昌江,annual_circular_shift,383,0.01390135939
Changjiang,昌江,annual_circular_shift,384,0.01512898889
Changjiang,昌江,annual_circular_shift,385,0.01431372651
Changjiang,昌江,annual_circular_shift,386,0.02942285986
Changjiang,昌江,annual_circular_shift,387,0.04155341629
Changjiang,昌江,annual_circular_shift,388,0.003558493854
Changjiang,昌江,annual_circular_shift,389,0.03457920802
Changjiang,昌江,annual_circular_shift,390,0.02254194367
Changjiang,昌江,annual_circular_shift,391,0.03690866112
Changjiang,昌江,annual_circular_shift,392,0.02744574372
Changjiang,昌江,annual_circular_shift,393,0.004680762324
Changjiang,昌江,annual_circular_shift,394,0.03818046702
Changjiang,昌江,annual_circular_shift,395,0.01933406889
Changjiang,昌江,annual_circular_shift,396,0.02645312764
Changjiang,昌江,annual_circular_shift,397,0.04703657923
Changjiang,昌江,annual_circular_shift,398,0.02885271379
Changjiang,昌江,annual_circular_shift,399,0.0005622056218
Changjiang,昌江,annual_circular_shift,400,0.02262778219
Changjiang,昌江,annual_circular_shift,401,0.03819833812
Changjiang,昌江,annual_circular_shift,402,0.03276625092
Changjiang,昌江,annual_circular_shift,403,0.02951890782
Changjiang,昌江,annual_circular_shift,404,0.03404519558
Changjiang,昌江,annual_circular_shift,405,0.02304733587
Changjiang,昌江,annual_circular_shift,406,0.01932205495
Changjiang,昌江,annual_circular_shift,407,0.02855260585
Changjiang,昌江,annual_circular_shift,408,0.02900711401
Changjiang,昌江,annual_circular_shift,409,-0.000323154756
Changjiang,昌江,annual_circular_shift,410,0.009542145979
Changjiang,昌江,annual_circular_shift,411,0.04949850727
Changjiang,昌江,annual_circular_shift,412,0.04456761156
Changjiang,昌江,annual_circular_shift,413,0.01015445345
Changjiang,昌江,annual_circular_shift,414,0.05512052499
Changjiang,昌江,annual_circular_shift,415,0.004758071372
Changjiang,昌江,annual_circular_shift,416,0.02573270435
Changjiang,昌江,annual_circular_shift,417,0.01958966989
Changjiang,昌江,annual_circular_shift,418,0.01085072075
Changjiang,昌江,annual_circular_shift,419,0.04144108498
Changjiang,昌江,annual_circular_shift,420,0.04885419431
Changjiang,昌江,annual_circular_shift,421,0.01867740564
Changjiang,昌江,annual_circular_shift,422,0.0383214113
Changjiang,昌江,annual_circular_shift,423,0.01758181007
Changjiang,昌江,annual_circular_shift,424,0.01395462848
Changjiang,昌江,annual_circular_shift,425,0.01781842401
Changjiang,昌江,annual_circular_shift,426,0.01241935785
Changjiang,昌江,annual_circular_shift,427,0.04153528037
Changjiang,昌江,annual_circular_shift,428,0.03050702893
Changjiang,昌江,annual_circular_shift,429,0.03974960639
Changjiang,昌江,annual_circular_shift,430,0.02363632977
Changjiang,昌江,annual_circular_shift,431,0.0469111167
Changjiang,昌江,annual_circular_shift,432,0.03210448973
Changjiang,昌江,annual_circular_shift,433,0.03185708636
Changjiang,昌江,annual_circular_shift,434,0.02533297443
Changjiang,昌江,annual_circular_shift,435,0.04148896478
Changjiang,昌江,annual_circular_shift,436,0.04994370894
Changjiang,昌江,annual_circular_shift,437,0.02668415235
Changjiang,昌江,annual_circular_shift,438,0.05025090254
Changjiang,昌江,annual_circular_shift,439,-0.001016695745
Changjiang,昌江,annual_circular_shift,440,0.001312485612
Changjiang,昌江,annual_circular_shift,441,0.01941466784
Changjiang,昌江,annual_circular_shift,442,0.03709325759
Changjiang,昌江,annual_circular_shift,443,0.05503190508
Changjiang,昌江,annual_circular_shift,444,0.03984342933
Changjiang,昌江,annual_circular_shift,445,-0.007057225697
Changjiang,昌江,annual_circular_shift,446,0.03694410519
Changjiang,昌江,annual_circular_shift,447,0.02339105377
Changjiang,昌江,annual_circular_shift,448,0.04104086196
Changjiang,昌江,annual_circular_shift,449,0.01447269622
Changjiang,昌江,annual_circular_shift,450,0.02696690231
Changjiang,昌江,annual_circular_shift,451,0.01567352368
Changjiang,昌江,annual_circular_shift,452,0.03258829195
Changjiang,昌江,annual_circular_shift,453,0.008637465877
Changjiang,昌江,annual_circular_shift,454,0.02635126879
Changjiang,昌江,annual_circular_shift,455,0.03998903077
Changjiang,昌江,annual_circular_shift,456,0.03576406956
Changjiang,昌江,annual_circular_shift,457,0.01410725758
Changjiang,昌江,annual_circular_shift,458,0.03836981954
Changjiang,昌江,annual_circular_shift,459,0.01386845538
Changjiang,昌江,annual_circular_shift,460,0.01440811065
Changjiang,昌江,annual_circular_shift,461,0.05271476578
Changjiang,昌江,annual_circular_shift,462,0.01356872647
Changjiang,昌江,annual_circular_shift,463,0.03370130981
Changjiang,昌江,annual_circular_shift,464,0.02901696073
Changjiang,昌江,annual_circular_shift,465,0.01470452868
Changjiang,昌江,annual_circular_shift,466,0.05709386494
Changjiang,昌江,annual_circular_shift,467,0.05712438528
Changjiang,昌江,annual_circular_shift,468,0.04063250817
Changjiang,昌江,annual_circular_shift,469,0.02227467746
Changjiang,昌江,annual_circular_shift,470,0.02688642661
Changjiang,昌江,annual_circular_shift,471,0.03975010048
Changjiang,昌江,annual_circular_shift,472,0.02502851187
Changjiang,昌江,annual_circular_shift,473,0.05406236112
Changjiang,昌江,annual_circular_shift,474,0.03180927012
Changjiang,昌江,annual_circular_shift,475,0.0167589623
Changjiang,昌江,annual_circular_shift,476,0.02531708915
Changjiang,昌江,annual_circular_shift,477,0.05493602004
Changjiang,昌江,annual_circular_shift,478,0.01579522698
Changjiang,昌江,annual_circular_shift,479,0.03578557137
Changjiang,昌江,annual_circular_shift,480,0.02686751213
Changjiang,昌江,annual_circular_shift,481,0.03568080511
Changjiang,昌江,annual_circular_shift,482,0.04581443313
Changjiang,昌江,annual_circular_shift,483,0.008198609826
Changjiang,昌江,annual_circular_shift,484,0.007908984876
Changjiang,昌江,annual_circular_shift,485,0.02788673466
Changjiang,昌江,annual_circular_shift,486,0.05321658282
Changjiang,昌江,annual_circular_shift,487,0.03945047565
Changjiang,昌江,annual_circular_shift,488,0.02884213811
Changjiang,昌江,annual_circular_shift,489,0.02991726377
Changjiang,昌江,annual_circular_shift,490,0.01367825187
Changjiang,昌江,annual_circular_shift,491,0.008435380304
Changjiang,昌江,annual_circular_shift,492,0.04762878538
Changjiang,昌江,annual_circular_shift,493,0.01020623701
Changjiang,昌江,annual_circular_shift,494,0.02230940183
Changjiang,昌江,annual_circular_shift,495,0.06002753571
Changjiang,昌江,annual_circular_shift,496,0.0173856696
Changjiang,昌江,annual_circular_shift,497,0.04857961695
